180.576,71.192,277.816,211.464,195.624,129.184
180.576,71.28,277.816,211.464,195.272,129.184
180.664,71.28,277.816,211.64,194.832,129.184
180.664,71.28,277.816,211.816,194.48,129.184
180.576,71.28,277.816,211.904,194.04,129.184
180.664,71.28,277.816,212.08,193.688,129.184
180.576,71.28,277.816,212.256,193.336,129.184
180.576,71.28,277.816,212.432,192.984,129.184
180.576,71.28,277.816,212.52,192.72,129.184
180.576,71.28,277.816,212.696,192.456,129.184
180.576,71.28,277.816,212.696,192.104,129.184
180.664,71.28,277.816,212.696,191.752,129.184
180.576,71.28,277.816,212.696,191.488,129.184
180.576,71.192,277.816,212.696,191.136,129.184
180.664,71.28,277.816,212.52,190.784,129.184
180.576,71.28,277.816,212.432,190.432,129.184
180.576,71.28,277.816,212.256,190.08,129.184
180.576,71.28,277.816,212.08,189.728,129.184
180.576,71.28,277.816,211.816,189.376,129.184
180.576,71.28,277.816,211.464,189.112,129.184
180.664,71.28,277.816,211.024,188.848,129.184
180.576,71.28,277.816,210.584,188.496,129.184
180.576,71.28,277.816,210.144,188.32,129.184
180.664,71.28,277.816,209.616,188.144,129.184
180.576,71.28,277.816,209.088,187.968,129.184
180.664,71.28,277.816,208.648,187.792,129.184
180.576,71.28,277.816,208.12,187.616,129.184
180.576,71.192,277.816,207.504,187.528,129.184
180.576,71.28,277.816,206.976,187.44,129.184
180.576,71.28,277.816,206.536,187.264,129.184
180.576,71.28,277.816,206.096,187.176,129.184
180.576,71.28,277.816,205.832,187.176,129.184
180.576,71.28,277.816,205.568,187.088,129.184
180.576,71.28,277.816,205.304,187.088,129.184
180.576,71.28,277.816,205.128,187.088,129.184
180.576,71.192,277.816,204.952,187.088,129.184
180.576,71.28,277.816,204.864,187.088,129.184
180.576,71.28,277.816,204.688,187.088,129.184
180.664,71.28,277.816,204.424,187.088,129.184
180.576,71.28,277.816,204.336,187,129.184
180.576,71.28,277.816,204.16,187,129.184
180.576,71.28,277.816,203.984,187,129.184
180.576,71.28,277.816,203.632,187,129.184
180.576,71.28,277.816,203.28,187,129.184
180.576,71.28,277.816,202.84,187,129.184
180.576,71.28,277.728,202.224,187,129.184
180.576,71.192,277.816,201.432,186.912,129.184
180.576,71.28,277.728,200.64,187,129.184
180.664,71.28,277.728,199.672,187,129.184
180.576,71.28,277.728,198.704,187,129.184
180.576,71.192,277.728,197.736,187,129.184
180.664,71.28,277.728,196.768,187,129.184
180.576,71.28,277.728,195.8,187,129.184
180.576,71.28,277.728,194.832,187,129.184
180.576,71.28,277.728,193.864,187.088,129.184
180.664,71.28,277.816,193.072,187.088,129.184
180.576,71.28,277.728,192.28,187,129.184
180.576,71.192,277.816,191.488,187,129.184
180.576,71.28,277.728,190.784,187,129.184
180.664,71.28,277.728,190.256,187,129.184
180.664,71.28,277.552,189.816,187.088,129.184
180.576,71.28,277.376,189.376,187.088,129.184
180.576,71.28,277.2,189.024,187.088,129.184
180.576,71.192,276.848,188.848,187.088,129.184
180.576,71.28,276.496,188.76,187.088,129.184
180.664,71.28,275.968,188.76,187.176,129.184
180.664,71.192,275.44,188.848,187.176,129.184
180.576,71.28,274.824,188.936,187.176,129.184
180.576,71.28,274.296,189.024,187.176,129.184
180.664,71.28,273.768,189.2,187.176,129.184
180.664,71.368,273.152,189.464,187.176,129.184
180.576,71.544,272.712,189.816,187.176,129.184
180.576,71.72,272.096,190.08,187.176,129.184
180.576,72.072,271.568,190.344,187.088,129.184
180.664,72.424,271.128,190.52,187.088,129.184
180.576,72.952,270.512,190.608,187,129.184
180.576,73.656,269.984,190.608,186.912,129.184
180.576,74.448,269.368,190.608,186.824,129.184
